,delay_in_seconds,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_rain,total_estradas,Month,Day,Hour
3766,0,0,16.0,1024.0,68.0,2.0,0,5,9,21,1
3767,0,0,13.0,1019.0,67.0,4.0,0,5,5,3,22
3768,1362,1,10.0,1019.0,89.0,1.0,0,9,4,13,9
3769,0,0,9.0,1023.0,74.0,2.0,0,2,12,31,6
3770,0,0,15.0,1020.0,64.0,1.0,0,5,10,15,4
3771,0,1,8.0,1026.0,89.0,0.0,0,5,12,5,8
3772,0,0,9.0,1006.0,90.0,1.0,3,0,1,20,1
3773,0,1,20.0,1017.0,62.0,2.0,0,5,7,15,7
3774,0,0,11.0,1022.0,94.0,2.0,0,5,12,4,5
3775,0,2,11.0,1011.0,92.0,1.0,2,0,2,2,17
3776,0,0,7.0,1013.0,42.0,4.0,0,0,3,21,2
3777,3556,1,13.0,1022.0,70.0,1.0,0,8,10,22,9
3778,0,1,25.0,1019.0,27.0,2.0,0,5,10,13,15
3779,0,0,16.0,1020.0,71.0,2.0,0,5,6,24,3
3780,0,0,14.0,1019.0,61.0,1.0,0,5,10,8,6
3781,0,0,17.0,1022.0,51.0,2.0,0,0,3,17,21
3782,847,0,9.0,1025.0,93.0,1.0,0,7,12,11,23
3783,0,0,6.0,1025.0,64.0,2.0,0,2,12,18,0
3784,261,1,19.0,1011.0,73.0,0.0,0,6,6,16,7
3785,0,1,14.0,1022.0,53.0,0.0,0,0,3,22,11
3786,153,1,17.0,1022.0,42.0,5.0,0,5,3,29,11
3787,0,0,11.0,1019.0,89.0,1.0,0,5,6,3,1
3788,118,0,13.0,1006.0,89.0,1.0,0,5,4,27,1
3789,0,0,17.0,1015.0,80.0,1.0,0,5,6,11,2
3790,552,0,13.0,1024.0,93.0,0.0,0,5,12,29,21
3791,0,0,17.0,1020.0,90.0,1.0,0,5,10,20,6
3792,2677,1,20.0,1019.0,50.0,4.0,2,12,7,2,16
3793,88,1,16.0,1020.0,62.0,0.0,0,7,6,3,19
3794,599,0,11.0,1004.0,92.0,2.0,0,2,12,24,18
3795,269,1,18.0,1018.0,51.0,2.0,0,7,4,17,19
3796,7246,0,13.0,1023.0,61.0,2.0,0,23,11,17,18
3797,309,0,12.0,1016.0,70.0,1.0,0,0,3,4,23
3798,0,0,8.0,1028.0,79.0,0.0,0,5,11,6,3
3799,8963,0,16.0,1021.0,74.0,0.0,0,19,10,22,19
3800,0,0,14.0,1013.0,80.0,2.0,0,0,12,22,2
3801,122,1,23.0,1018.0,43.0,0.0,0,5,10,10,15
3802,0,0,13.0,1018.0,91.0,0.0,0,5,12,28,1
3803,0,0,18.0,1018.0,90.0,0.0,0,5,7,18,4
3804,0,1,11.0,1016.0,91.0,4.0,0,0,1,24,11
3805,0,1,14.0,1030.0,72.0,5.0,0,0,3,14,12
3806,152,0,6.0,1025.0,87.0,4.0,0,0,1,18,22
3807,0,0,6.0,1013.0,83.0,0.0,0,2,11,25,3
3808,0,2,5.0,1023.0,80.0,0.0,0,0,3,10,7
3809,4423,1,13.0,1015.0,75.0,0.0,0,12,4,9,9
3810,0,1,19.0,1023.0,38.0,2.0,0,5,3,27,14
3811,1551,1,21.0,1014.0,41.0,2.0,0,11,3,31,12
3812,0,1,13.0,1025.0,60.0,2.0,0,0,3,10,12
3813,144,1,20.0,1023.0,66.0,1.0,0,5,10,1,12
3814,0,0,10.0,1018.0,76.0,1.0,0,8,11,10,5
3815,0,0,8.0,1017.0,91.0,0.0,2,5,5,11,3
3816,0,1,21.0,1026.0,60.0,0.0,0,5,9,30,11
3817,0,1,9.0,1019.0,62.0,1.0,0,0,3,6,8
3818,0,0,15.0,1021.0,82.0,1.0,0,5,6,9,4
3819,0,0,14.0,1024.0,94.0,1.0,0,2,12,29,3
3820,0,0,13.0,1027.0,77.0,0.0,0,5,9,28,23
3821,125,1,16.0,1015.0,43.0,1.0,0,6,7,19,12
3822,0,0,14.0,1022.0,81.0,0.0,0,5,6,6,3
3823,0,0,12.0,1015.0,92.0,0.0,0,5,4,2,4
3824,2026,1,13.0,1024.0,80.0,0.0,0,9,12,10,16
3825,0,0,17.0,1016.0,63.0,0.0,0,5,6,26,1
3826,3142,1,15.0,1015.0,56.0,4.0,0,6,3,19,17
3827,0,0,11.0,1023.0,84.0,1.0,0,0,12,12,23
3828,280,1,20.0,1017.0,52.0,3.0,0,6,7,15,8
3829,4181,1,17.0,1019.0,89.0,1.0,3,14,7,2,19
3830,407,1,11.0,1027.0,83.0,0.0,0,6,12,5,12
3831,0,0,12.0,1023.0,82.0,0.0,0,5,6,3,22
3832,0,0,12.0,1017.0,92.0,0.0,0,5,6,22,4
3833,0,0,5.0,1025.0,81.0,1.0,0,0,1,18,21
3834,0,0,17.0,1024.0,85.0,0.0,0,5,10,5,20
3835,519,1,22.0,1019.0,68.0,3.0,0,8,9,10,16
3836,0,1,23.0,1020.0,60.0,0.0,0,5,6,7,15
3837,0,0,16.0,1017.0,92.0,0.0,0,5,7,19,3
3838,127,1,22.0,1016.0,70.0,3.0,0,5,9,15,16
3839,7249,1,21.0,1014.0,33.0,2.0,0,19,4,7,18
3840,0,1,14.0,1017.0,87.0,0.0,2,5,4,2,19
3841,0,1,20.0,1012.0,85.0,3.0,0,5,9,13,11
3842,0,0,17.0,1015.0,45.0,3.0,0,5,3,31,4
3843,35,0,11.0,1015.0,94.0,4.0,2,0,1,24,18
3844,1157,2,18.0,1023.0,93.0,1.0,0,5,9,27,19
3845,0,0,13.0,1023.0,88.0,1.0,0,5,7,8,4
3846,0,0,19.0,1019.0,83.0,0.0,0,5,9,16,21
3847,310,1,11.0,1027.0,80.0,4.0,0,6,12,5,11
3848,0,1,10.0,1025.0,85.0,1.0,0,2,11,29,10
3849,0,0,14.0,1024.0,94.0,1.0,0,2,12,28,23
3850,0,0,17.0,1019.0,88.0,1.0,0,5,7,4,23
3851,713,1,13.0,1024.0,62.0,2.0,0,4,12,18,13
3852,0,0,12.0,1018.0,62.0,4.0,0,5,5,2,21
3853,1796,1,22.0,1016.0,35.0,0.0,0,6,4,5,18
3854,105,0,11.0,1022.0,96.0,1.0,0,3,11,28,20
3855,0,0,16.0,1013.0,89.0,0.0,2,5,9,25,3
3856,2457,1,18.0,1015.0,74.0,4.0,0,14,6,21,18
3857,737,1,17.0,1016.0,77.0,4.0,0,7,6,19,12
3858,0,1,12.0,1026.0,71.0,0.0,0,0,3,13,12
3859,0,0,17.0,1019.0,69.0,1.0,0,5,6,10,1
3860,0,1,13.0,1015.0,92.0,0.0,0,0,1,25,16
3861,0,0,10.0,1014.0,72.0,1.0,0,0,3,5,6
3862,0,0,12.0,1019.0,74.0,0.0,0,0,3,6,21
3863,10602,0,21.0,1019.0,73.0,1.0,0,26,10,8,19
3864,60,1,12.0,1002.0,91.0,1.0,2,0,1,20,12
3865,0,0,12.0,1016.0,52.0,2.0,0,5,4,17,3
3866,2312,1,16.0,1018.0,44.0,2.0,0,8,3,18,18
3867,0,0,8.0,1028.0,76.0,0.0,0,5,11,6,4
3868,0,1,20.0,1018.0,66.0,0.0,0,5,6,13,7
3869,0,0,12.0,1017.0,65.0,0.0,0,0,3,19,21
3870,995,0,12.0,1023.0,82.0,1.0,0,1,12,12,19
3871,0,1,19.0,1014.0,77.0,1.0,0,5,9,12,8
3872,0,0,8.0,1017.0,91.0,1.0,0,5,5,11,2
3873,210,1,17.0,1018.0,59.0,3.0,0,5,11,20,14
3874,317,0,8.0,1027.0,90.0,1.0,0,5,12,4,22
3875,0,0,7.0,1016.0,86.0,2.0,0,2,11,26,0
3876,0,0,12.0,1012.0,78.0,3.0,0,5,4,10,2
3877,0,1,12.0,1020.0,58.0,4.0,0,0,3,6,9
3878,0,0,17.0,1021.0,85.0,1.0,0,5,10,20,3
3879,0,1,21.0,1022.0,59.0,0.0,0,5,6,5,9
3880,0,1,15.0,1022.0,73.0,1.0,0,5,9,19,9
3881,457,1,16.0,1015.0,76.0,3.0,0,7,4,20,14
3882,0,0,10.0,1018.0,91.0,1.0,0,5,5,6,6
3883,128,1,15.0,1019.0,55.0,0.0,0,6,11,16,15
3884,637,1,12.0,1010.0,85.0,0.0,0,8,5,10,13
3885,473,0,13.0,1021.0,78.0,2.0,0,7,10,21,19
3886,0,0,13.0,1017.0,90.0,0.0,0,5,6,30,4
3887,2759,1,12.0,1016.0,46.0,3.0,0,7,11,26,14
3888,0,0,14.0,1022.0,85.0,1.0,0,5,6,28,21
3889,0,0,10.0,1009.0,75.0,1.0,2,0,1,19,23
3890,0,1,18.0,1014.0,68.0,3.0,0,5,6,2,12
3891,0,0,15.0,1019.0,64.0,1.0,0,5,10,15,5
3892,0,0,13.0,1024.0,68.0,1.0,0,5,11,7,19
3893,0,0,16.0,1020.0,63.0,0.0,0,5,4,18,21
3894,0,0,14.0,1018.0,69.0,1.0,0,5,4,5,23
3895,0,1,17.0,1023.0,93.0,0.0,0,5,10,5,12
3896,2361,1,14.0,1017.0,87.0,1.0,0,9,6,2,19
3897,0,1,16.0,1015.0,41.0,4.0,0,5,5,1,15
3898,0,0,19.0,1018.0,63.0,1.0,0,5,7,9,22
3899,658,1,22.0,1027.0,61.0,1.0,0,7,9,29,14
3900,29936,1,15.0,1023.0,91.0,0.0,0,42,10,1,9
3901,0,1,19.0,1015.0,82.0,0.0,0,5,7,25,12
3902,1736,1,15.0,1013.0,82.0,2.0,2,11,4,1,17
3903,11690,2,10.0,1013.0,84.0,3.0,0,18,11,3,17
3904,184,1,18.0,1025.0,44.0,0.0,0,6,3,28,12
3905,0,0,17.0,1020.0,69.0,2.0,0,5,9,22,4
3906,189,1,22.0,1018.0,36.0,2.0,0,6,7,18,12
3907,1072,1,15.0,1018.0,62.0,0.0,0,10,7,1,8
3908,717,1,11.0,1025.0,56.0,0.0,0,6,12,17,10
3909,1829,1,12.0,1028.0,78.0,1.0,0,10,9,29,8
3910,0,0,16.0,1018.0,92.0,1.0,0,5,9,16,5
3911,0,1,24.0,1019.0,59.0,3.0,0,5,6,13,18
3912,0,0,18.0,1020.0,77.0,1.0,0,5,7,4,21
3913,68,1,23.0,1015.0,23.0,1.0,0,5,4,4,16
3914,1375,1,20.0,1021.0,43.0,0.0,0,6,6,9,9
3915,0,0,12.0,1023.0,93.0,1.0,0,5,5,12,23
3916,0,2,15.0,1022.0,68.0,0.0,0,5,6,4,20
3917,0,1,14.0,1019.0,88.0,2.0,0,0,3,7,11
3918,482,1,9.0,1021.0,56.0,7.0,0,8,4,12,9
3919,0,0,12.0,1019.0,88.0,0.0,0,5,5,6,2
3920,0,0,8.0,1024.0,89.0,1.0,0,2,12,1,6
3921,0,1,16.0,1016.0,38.0,4.0,0,5,7,22,15
3922,0,0,15.0,1020.0,83.0,0.0,2,5,6,7,3
3923,907,1,19.0,1019.0,67.0,0.0,0,6,5,6,17
3924,48,0,11.0,1023.0,79.0,2.0,0,2,12,30,21
3925,28,1,14.0,1024.0,69.0,2.0,0,0,3,10,14
3926,168,1,19.0,1022.0,67.0,0.0,0,6,7,12,15
3927,0,0,18.0,1019.0,42.0,2.0,0,5,10,12,3
3928,0,2,15.0,1022.0,61.0,1.0,0,5,6,5,20
3929,0,0,12.0,1022.0,93.0,1.0,0,5,10,25,3
3930,0,0,12.0,1023.0,83.0,0.0,0,0,12,12,21
3931,0,0,16.0,1020.0,91.0,0.0,0,5,9,26,4
3932,32,1,12.0,1012.0,92.0,2.0,0,0,1,25,9
3933,3842,1,9.0,1026.0,67.0,2.0,0,15,12,17,9
3934,1142,0,11.0,1018.0,92.0,0.0,0,3,1,29,19
3935,435,1,16.0,1022.0,83.0,3.0,0,7,10,4,14
3936,0,1,22.0,1018.0,66.0,1.0,0,5,7,3,16
3937,588,1,13.0,1024.0,94.0,1.0,0,5,12,4,10
3938,0,1,18.0,1016.0,86.0,3.0,0,5,7,23,11
3939,4272,1,12.0,1019.0,94.0,0.0,0,16,12,7,9
3940,0,0,11.0,1022.0,96.0,0.0,0,2,11,28,19
3941,0,0,14.0,1013.0,86.0,0.0,0,5,6,2,1
3942,0,1,13.0,1022.0,80.0,1.0,0,5,9,19,8
3943,4128,1,16.0,1024.0,76.0,1.0,0,16,10,6,9
3944,0,1,26.0,1015.0,48.0,1.0,0,5,6,12,17
3945,0,1,18.0,1020.0,80.0,2.0,0,5,7,4,10
3946,0,1,28.0,1019.0,43.0,3.0,0,5,7,9,16
3947,0,0,14.0,1022.0,83.0,2.0,0,5,9,20,6
3948,804,1,18.0,1022.0,93.0,0.0,0,9,10,20,12
3949,0,0,12.0,1022.0,61.0,2.0,0,5,6,5,2
3950,0,1,10.0,1014.0,76.0,5.0,0,5,11,27,9
3951,0,1,9.0,1019.0,90.0,0.0,0,8,12,8,13
3952,0,0,12.0,1022.0,78.0,1.0,0,0,3,4,0
3953,0,1,16.0,1019.0,88.0,2.0,0,5,6,22,9
3954,53,0,18.0,1014.0,72.0,0.0,0,6,9,23,23
3955,0,0,11.0,1023.0,50.0,4.0,0,0,3,18,5
3956,77,1,12.0,1012.0,91.0,0.0,0,0,2,2,14
3957,713,1,18.0,1012.0,90.0,4.0,0,8,10,2,18
3958,1332,1,12.0,1026.0,93.0,1.0,0,6,12,11,16
3959,131,1,19.0,1021.0,38.0,2.0,0,6,6,8,11
3960,140,0,18.0,1019.0,84.0,0.0,0,6,10,8,21
3961,2792,1,11.0,1009.0,90.0,1.0,0,16,5,10,9
3962,0,1,10.0,1017.0,60.0,2.0,0,2,11,26,11
3963,0,0,10.0,1024.0,79.0,1.0,0,0,12,14,5
3964,0,0,11.0,1022.0,66.0,2.0,0,5,6,5,5
3965,0,0,6.0,1030.0,93.0,1.0,0,2,1,16,18
3966,0,0,19.0,1019.0,31.0,2.0,0,5,10,13,21
3967,683,0,13.0,1023.0,58.0,0.0,0,8,11,18,17
3968,0,1,7.0,1029.0,90.0,0.0,0,0,3,14,8
3969,0,2,17.0,1008.0,86.0,1.0,0,5,10,30,18
3970,830,1,12.0,1018.0,83.0,1.0,0,9,4,8,9
3971,0,1,24.0,1022.0,56.0,0.0,0,5,7,13,16
3972,0,0,17.0,1016.0,83.0,0.0,0,5,6,11,0
3973,200,1,11.0,1021.0,59.0,0.0,0,1,3,22,9
3974,5150,1,21.0,1021.0,48.0,0.0,0,18,6,4,18
3975,16044,0,15.0,1021.0,64.0,2.0,0,34,11,19,18
3976,0,1,19.0,1023.0,51.0,1.0,0,0,3,3,16
3977,0,1,13.0,1018.0,85.0,1.0,0,5,5,12,10
3978,0,1,17.0,1022.0,76.0,0.0,0,5,6,6,8
3979,0,0,14.0,1024.0,94.0,1.0,0,2,12,29,2
3980,0,0,17.0,1016.0,89.0,1.0,0,5,7,22,21
3981,0,0,10.0,1012.0,74.0,0.0,0,0,1,19,21
3982,2581,1,17.0,1023.0,59.0,1.0,0,7,6,4,10
3983,0,0,12.0,1015.0,89.0,0.0,2,5,12,20,20
3984,0,1,18.0,1017.0,84.0,3.0,0,5,9,25,18
3985,2071,1,13.0,1023.0,94.0,0.0,0,6,12,10,10
3986,0,1,17.0,1021.0,59.0,2.0,0,5,3,30,11
3987,0,0,15.0,1021.0,90.0,1.0,0,5,7,14,1
3988,0,0,10.0,1009.0,91.0,1.0,0,5,5,10,3
3989,0,0,11.0,1021.0,84.0,1.0,0,5,4,18,2
3990,0,0,13.0,1020.0,77.0,2.0,0,5,4,11,23
3991,0,0,19.0,1017.0,75.0,2.0,0,5,6,15,0
3992,0,0,11.0,1023.0,92.0,1.0,0,0,1,29,2
3993,32,0,11.0,1025.0,94.0,0.0,0,6,12,9,23
3994,0,0,11.0,1023.0,82.0,0.0,0,5,3,23,20
3995,764,1,13.0,1010.0,85.0,0.0,2,10,5,10,16
3996,0,1,22.0,1014.0,30.0,3.0,0,5,7,27,14
3997,2334,1,18.0,1017.0,91.0,3.0,2,11,9,17,15
3998,0,2,21.0,1019.0,79.0,0.0,0,5,6,13,20
3999,0,1,27.0,1015.0,54.0,4.0,0,5,7,11,13
4000,0,0,13.0,1024.0,92.0,1.0,0,5,12,28,20
4001,0,2,10.0,1011.0,92.0,1.0,0,0,2,3,7
4002,399,1,18.0,1015.0,82.0,3.0,0,8,4,6,13
4003,0,1,19.0,1020.0,64.0,1.0,0,5,6,29,11
4004,447,0,7.0,1028.0,81.0,5.0,0,0,1,18,0
4005,0,0,11.0,1019.0,91.0,1.0,0,5,5,7,5
4006,0,0,17.0,1012.0,91.0,0.0,0,5,9,15,4
4007,984,2,13.0,1009.0,94.0,2.0,0,4,10,29,8
4008,2130,1,13.0,1015.0,93.0,0.0,0,9,4,6,9
4009,0,0,7.0,1021.0,69.0,0.0,0,0,3,9,23
4010,0,0,10.0,1022.0,84.0,0.0,0,2,11,28,17
4011,0,0,12.0,1020.0,93.0,1.0,0,0,1,26,4
4012,0,1,11.0,1004.0,92.0,0.0,2,5,5,9,9
4013,6280,0,9.0,1025.0,64.0,2.0,0,22,12,17,19
4014,130,1,13.0,1025.0,53.0,1.0,0,5,12,17,11
4015,0,0,10.0,1019.0,81.0,3.0,0,5,5,3,1
4016,261,1,24.0,1017.0,37.0,1.0,0,7,7,16,8
4017,3994,1,13.0,1021.0,66.0,1.0,0,11,5,12,19
4018,0,0,14.0,1016.0,88.0,0.0,0,5,6,27,3
4019,72,1,17.0,1016.0,43.0,4.0,0,5,10,3,15
4020,0,1,5.0,1024.0,81.0,0.0,0,2,11,28,9
4021,0,1,21.0,1020.0,46.0,0.0,0,5,10,14,12
4022,0,1,20.0,1019.0,37.0,0.0,0,1,3,22,16
4023,214,1,20.0,1015.0,58.0,2.0,0,7,4,14,14
4024,0,0,18.0,997.0,93.0,1.0,0,5,10,29,22
4025,484,1,18.0,1012.0,89.0,1.0,0,7,9,13,9
4026,0,0,13.0,1019.0,61.0,1.0,2,5,4,13,3
4027,0,1,14.0,1015.0,74.0,0.0,0,0,3,7,17
4028,0,1,19.0,1019.0,70.0,0.0,0,5,9,11,10
4029,462,1,18.0,1014.0,67.0,4.0,0,7,6,2,13
4030,0,1,17.0,1021.0,93.0,1.0,0,5,10,20,10
4031,0,0,15.0,1013.0,67.0,1.0,0,0,3,3,20
4032,0,1,13.0,1010.0,83.0,0.0,0,0,2,3,13
4033,0,0,10.0,1025.0,58.0,2.0,0,5,12,16,6
4034,0,0,12.0,1019.0,85.0,0.0,0,5,5,6,0
4035,222,0,10.0,1018.0,92.0,0.0,0,0,1,30,22
4036,438,0,16.0,1013.0,89.0,1.0,2,5,9,25,2
4037,0,0,5.0,1022.0,87.0,5.0,0,0,1,19,5
4038,393,2,16.0,1013.0,76.0,0.0,0,5,4,22,20
4039,195,1,20.0,1015.0,58.0,6.0,0,5,7,5,15
4040,0,0,20.0,1018.0,49.0,2.0,0,5,10,10,21
4041,0,0,12.0,1007.0,91.0,1.0,0,5,4,26,5
4042,150,1,19.0,1016.0,84.0,0.0,0,5,7,5,16
4043,386,1,21.0,1019.0,28.0,4.0,0,7,10,10,12
4044,388,1,18.0,1022.0,52.0,0.0,0,7,3,23,15
4045,0,0,15.0,1022.0,85.0,1.0,0,5,10,4,21
4046,0,0,12.0,1026.0,93.0,0.0,0,0,1,27,19
4047,1667,1,13.0,1019.0,78.0,0.0,0,10,5,11,19
4048,0,0,15.0,1016.0,91.0,0.0,0,5,7,27,6
4049,183,1,20.0,1021.0,62.0,6.0,0,6,6,28,15
4050,0,0,15.0,1022.0,85.0,1.0,0,5,9,20,1
4051,0,0,13.0,1019.0,71.0,0.0,0,0,3,6,20
4052,32,1,13.0,1020.0,91.0,3.0,0,0,1,29,14
4053,0,1,21.0,1013.0,63.0,3.0,0,5,5,8,14
4054,0,1,11.0,1008.0,94.0,0.0,2,0,12,26,9
4055,7579,1,22.0,1023.0,63.0,3.0,0,23,9,30,18
4056,0,0,14.0,1017.0,73.0,1.0,0,3,10,28,2
4057,0,1,9.0,1023.0,86.0,1.0,0,5,6,4,6
4058,0,0,15.0,1025.0,75.0,2.0,0,5,12,31,23
4059,393,1,21.0,1019.0,52.0,3.0,0,7,6,29,14
4060,0,0,11.0,1020.0,69.0,2.0,0,5,11,15,1
4061,2765,1,25.0,1017.0,39.0,1.0,0,8,10,12,17
4062,0,0,14.0,1021.0,94.0,1.0,0,5,9,28,5
4063,0,1,13.0,1005.0,84.0,0.0,0,0,12,25,15
4064,0,0,17.0,1020.0,86.0,1.0,0,5,7,4,22
4065,569,0,14.0,1024.0,93.0,2.0,0,11,12,28,18
4066,0,0,16.0,1017.0,68.0,1.0,0,5,7,10,4
4067,0,2,6.0,1013.0,61.0,2.0,0,0,3,9,7
4068,0,0,15.0,1018.0,72.0,1.0,0,5,5,7,21
4069,0,0,20.0,1017.0,71.0,4.0,0,5,6,13,3
4070,0,0,18.0,1019.0,42.0,2.0,0,5,10,12,2
4071,0,0,8.0,1024.0,90.0,0.0,0,5,3,24,0
4072,0,2,10.0,1017.0,39.0,6.0,0,5,4,17,7
4073,0,0,10.0,1020.0,81.0,1.0,0,5,11,9,6
4074,111,1,25.0,1018.0,27.0,3.0,0,5,10,13,16
4075,0,1,21.0,1014.0,74.0,0.0,0,5,9,12,10
4076,0,0,6.0,1025.0,88.0,0.0,0,5,3,25,2
4077,0,0,14.0,1014.0,83.0,1.0,0,5,4,22,22
4078,0,2,11.0,1012.0,96.0,2.0,0,5,4,11,7
4079,452,0,11.0,1019.0,78.0,3.0,0,4,12,19,19
4080,0,0,14.0,1009.0,93.0,1.0,0,5,10,29,1
4081,0,0,9.0,1027.0,70.0,2.0,0,5,11,5,22
4082,234,1,15.0,1019.0,57.0,1.0,0,6,11,16,16
4083,1971,1,13.0,1025.0,68.0,1.0,0,12,9,30,8
4084,126,0,16.0,1019.0,92.0,1.0,0,5,10,9,1
4085,0,0,13.0,1023.0,88.0,1.0,0,5,7,8,5
4086,5249,1,13.0,1018.0,61.0,1.0,0,12,12,19,16
4087,0,0,16.0,1016.0,68.0,0.0,0,5,6,10,21
4088,0,0,11.0,1016.0,92.0,0.0,0,5,12,21,0
4089,0,1,19.0,1019.0,49.0,3.0,0,5,6,3,14
4090,1331,0,17.0,1022.0,74.0,2.0,0,8,12,31,17
4091,0,0,12.0,1016.0,92.0,0.0,0,5,4,2,5
4092,1248,1,13.0,1023.0,66.0,1.0,0,10,11,8,9
4093,0,1,27.0,1017.0,46.0,2.0,0,5,7,14,20
4094,0,0,12.0,1020.0,55.0,2.0,0,5,4,17,5
4095,0,1,15.0,1018.0,72.0,2.0,0,5,4,2,13
4096,0,1,16.0,1027.0,51.0,0.0,0,0,3,14,14
4097,0,1,12.0,1018.0,93.0,2.0,2,0,2,1,16
4098,0,1,13.0,1017.0,92.0,0.0,0,5,7,2,6
4099,0,0,11.0,1015.0,92.0,2.0,0,0,1,30,4
4100,0,0,16.0,1019.0,90.0,0.0,0,5,7,4,3
4101,0,0,14.0,1018.0,91.0,0.0,0,5,6,21,23
4102,0,0,11.0,1010.0,94.0,1.0,2,0,12,25,22
4103,0,1,6.0,1024.0,89.0,1.0,0,5,3,25,7
4104,108,1,28.0,1013.0,54.0,0.0,0,6,6,11,15
4105,277,1,17.0,1023.0,42.0,1.0,0,6,12,16,13
4106,58,1,31.0,1017.0,36.0,1.0,0,5,7,15,16
4107,0,1,17.0,1022.0,61.0,1.0,0,5,6,5,7
4108,0,0,14.0,1015.0,89.0,0.0,0,5,4,4,1
4109,270,0,13.0,1022.0,86.0,1.0,0,5,10,25,22
4110,0,0,12.0,1013.0,78.0,5.0,0,0,3,14,20
4111,4495,1,14.0,1020.0,88.0,2.0,0,13,5,7,9
4112,0,0,16.0,1021.0,88.0,1.0,0,5,7,9,2
4113,0,0,8.0,1024.0,87.0,2.0,0,5,3,27,4
4114,479,1,25.0,1022.0,56.0,0.0,0,6,10,6,16
4115,280,1,19.0,1018.0,54.0,0.0,0,8,11,10,13
4116,0,1,16.0,1017.0,93.0,1.0,0,5,10,2,9
4117,0,0,8.0,1024.0,93.0,2.0,0,5,3,27,3
4118,0,0,14.0,1020.0,58.0,0.0,0,5,4,19,0
4119,0,1,11.0,1003.0,91.0,0.0,3,5,5,9,7
4120,0,1,18.0,1020.0,48.0,2.0,0,5,4,18,19
4121,0,0,10.0,1011.0,91.0,0.0,0,0,1,21,4
4122,31,1,16.0,1016.0,92.0,1.0,0,6,7,5,6
4123,4261,1,21.0,1019.0,57.0,0.0,0,12,6,22,18
4124,0,0,10.0,1021.0,83.0,0.0,0,0,12,13,3
4125,0,0,23.0,1016.0,40.0,3.0,0,5,7,16,5
4126,0,0,5.0,1021.0,78.0,1.0,0,4,11,27,22
4127,0,0,6.0,1028.0,66.0,1.0,0,5,11,7,3
4128,0,0,13.0,1022.0,83.0,1.0,0,5,10,23,22
4129,0,1,13.0,1025.0,67.0,2.0,0,5,3,25,11
4130,0,2,14.0,1018.0,51.0,5.0,0,5,5,2,20
4131,0,0,15.0,1017.0,79.0,0.0,0,5,10,16,6
4132,0,1,13.0,1019.0,92.0,0.0,0,5,7,7,6
4133,0,1,10.0,1016.0,72.0,0.0,0,0,3,8,10
4134,0,0,11.0,1024.0,94.0,1.0,0,5,12,6,22
4135,0,0,19.0,1022.0,68.0,2.0,0,5,10,7,0
4136,0,0,10.0,1018.0,93.0,2.0,0,0,3,6,3
4137,0,0,17.0,1015.0,81.0,1.0,0,5,6,11,4
4138,217,1,17.0,1021.0,61.0,3.0,0,6,6,28,19
4139,0,0,16.0,1020.0,80.0,1.0,0,5,7,14,4
4140,73,1,17.0,1016.0,40.0,0.0,0,6,4,4,11
4141,162,0,11.0,1025.0,94.0,0.0,0,5,12,9,20
4142,0,1,19.0,1006.0,67.0,1.0,0,5,4,25,17
4143,0,1,13.0,1015.0,80.0,1.0,0,1,7,28,7
4144,0,0,18.0,1018.0,55.0,1.0,0,5,3,30,22
4145,83,1,17.0,1022.0,60.0,0.0,0,5,11,8,13
4146,0,0,16.0,1019.0,89.0,1.0,0,5,7,6,21
4147,36,0,11.0,1025.0,69.0,1.0,0,5,9,30,7
4148,0,0,12.0,1019.0,68.0,1.0,0,5,4,18,0
4149,366,1,15.0,1019.0,57.0,0.0,0,8,11,16,14
4150,0,0,12.0,1004.0,91.0,4.0,0,0,1,21,22
4151,0,1,15.0,1008.0,58.0,1.0,0,5,4,29,16
4152,1844,1,20.0,1009.0,78.0,0.0,2,10,9,14,17
4153,1497,1,21.0,1013.0,40.0,0.0,0,10,4,6,16
4154,3421,0,13.0,1019.0,62.0,1.0,0,9,11,16,17
4155,308,1,25.0,1022.0,62.0,2.0,0,5,10,19,12
4156,0,0,14.0,1010.0,92.0,0.0,0,5,6,21,0
4157,0,0,16.0,1018.0,90.0,1.0,0,5,7,18,23
4158,0,0,17.0,1013.0,73.0,1.0,0,5,9,12,5
4159,0,0,14.0,1007.0,94.0,5.0,0,5,5,9,1
4160,0,1,15.0,1018.0,82.0,2.0,0,0,3,7,13
4161,1488,1,21.0,1014.0,33.0,2.0,0,8,4,7,17
4162,423,1,17.0,1010.0,84.0,0.0,0,7,6,17,14
4163,0,0,13.0,1020.0,74.0,2.0,0,5,6,24,5
4164,134,1,19.0,1019.0,49.0,0.0,0,5,3,22,17
4165,14978,0,11.0,1010.0,93.0,3.0,2,42,11,2,18
4166,0,1,19.0,1020.0,79.0,3.0,0,5,9,26,18
4167,0,0,12.0,1026.0,93.0,0.0,0,0,1,27,4
4168,269,1,17.0,1021.0,60.0,1.0,0,7,11,8,16
4169,0,0,8.0,1021.0,93.0,1.0,0,5,3,23,3
4170,0,0,14.0,1012.0,82.0,1.0,0,5,4,6,21
4171,0,0,12.0,1026.0,93.0,0.0,0,0,1,27,23
4172,1496,1,12.0,1016.0,41.0,0.0,0,7,4,16,8
4173,529,1,13.0,1023.0,91.0,1.0,0,5,10,4,10
